id,name,url,category,isAffiliateLink,description
100,"Tin Eye","https://tineye.com","More Handy AI & Web Tools",false,"No description provided yet — edit data/products.json to add one."
101,"Tiny Wow","https://www.tinywow.com","More Handy AI & Web Tools",false,"No description provided yet — edit data/products.json to add one."
102,"Toffee Share","https://toffeeshare.com","More Handy AI & Web Tools",false,"No description provided yet — edit data/products.json to add one."
103,"Vid IQ","http://vidiqpartners.go2cloud.org/aff_c?offer_id=1&aff_id=5373","More Handy AI & Web Tools",true,"The best Free YouTube tool to help you grow faster and get more subscribers on YouTube!"
104,"Vocal Remover","https://vocalremover.com","More Handy AI & Web Tools",false,"This website let's you remove the vocals from music so you're left with either one!"
105,"Yandex","https://www.yandex.com/images","More Handy AI & Web Tools",false,"No description provided yet — edit data/products.json to add one."
106,"Carrd.co","https://carrd.co","No-Code Website, App & AI Builders",false,"No description provided yet — edit data/products.json to add one."
107,"Manus","https://manus.im/invitation/EYKAU8VRNFSOV","No-Code Website, App & AI Builders",true,"Manus is an incredible AI agent that will do anything for you! It can build websites, vibe code micro-SaaS, do research online, and create you anything!"
108,"Replit","https://replit.com/refer/austina5716","No-Code Website, App & AI Builders",true,"This is what I personally use to vibe code and sell micro SaaS! Seriously, you can create your own software and apps now with ZERO technical experience! It's as easy as telling it what you want it to do!"
109,"Twinr","https://bit.ly/TWINR","No-Code Website, App & AI Builders",true,"Convert Website to App in MINUTES Are you looking to convert Shopify, WooCommerce, BigCommerce, Squarespace, Dukaan, Wix, or ANY other website into native Android and iOS apps?"
110,"Appsumo","https://bit.ly/APPSUMOTOOL","Productivity & Business Ops",true,"Find ridiculously cheap discounts on the best software tools online!"
111,"ClickUp","https://bit.ly/CLICKUPTOOL","Productivity & Business Ops",true,"The ultimate free project management tool! This will help you stay organized and accomplish way more work!"
112,"Gusto","https://gusto.com","Productivity & Business Ops",false,"No description provided yet — edit data/products.json to add one."
113,"Legiit","https://legiit.com","Productivity & Business Ops",false,"No description provided yet — edit data/products.json to add one."
114,"Notion","https://bit.ly/NOTIONTOOL","Productivity & Business Ops",true,"I highly recommend Notion for content creators and businesses, whether you are a solopreneur or have a small team collaborating on multiple projects. It has a forever free plan with enough features included to get you started. Notion is organized as pages that can be interlinked or nested."
115,"Scribe How","https://bit.ly/SCRIBEHOW","Productivity & Business Ops",true,"Scribe automatically creates a how-to guide, complete with screenshots, instructions and clicks."
116,"Speechify","https://speechify.com/","Productivity & Business Ops",false,"Turns any text, PDF, or article into natural-sounding audio. Popular for productivity and accessibility, with a 50% commission and 90-day cookie on its affiliate program. (⚠️ High-demand pick found via live research — this links to the official site; join their affiliate/referral program and swap in your own tracked link before you publish, see README 'Keep the catalog fresh with in-demand tools.')"
117,"Task Rabbit","https://taskrabbit.com","Productivity & Business Ops",false,"No description provided yet — edit data/products.json to add one."
118,"Trello","https://Trello.com","Productivity & Business Ops",false,"No description provided yet — edit data/products.json to add one."
119,"Upwork","https://Upwork.com","Productivity & Business Ops",false,"No description provided yet — edit data/products.json to add one."
120,"Account Killer","https://www.accountkiller.com/en/home","Research, Reference & Free Utilities",false,"This let's you delete and shutdown all of your online accounts from one website."
121,"Answer Socrates","https://www.answersocrates.com","Research, Reference & Free Utilities",false,"Similar to Answer the public, Answer Socrates let's you type in whatever industry that you're in and it will give you content ideas based on questions, prepositions, comparisons, and tons more! This will help you get unlimited content ideas!"
122,"Answer The Public","https://answerthepublic.com","Research, Reference & Free Utilities",false,"Answer The Public let's you type in whatever industry that you're in and it will give you content ideas based on questions, prepositions, comparisons, and tons more! This will help you get unlimited content ideas!"
123,"Brave Browser","https://brave.com","Research, Reference & Free Utilities",false,"No description provided yet — edit data/products.json to add one."
124,"Cheatography","https://cheatography.com/","Research, Reference & Free Utilities",false,"Over 5,000 Free Cheat Sheets, Revision Aids and Quick References! There are cheat sheets for all topics like programming, math, business, marketing, and so much more!"
125,"Compressor io","https://www.compressor.io","Research, Reference & Free Utilities",false,"No description provided yet — edit data/products.json to add one."
126,"cymath","https://www.cymath.com/","Research, Reference & Free Utilities",false,"A really detailed and helpful calculator that breaks down math problems step by step for you!"
127,"Edx","https://www.edx.org/","Research, Reference & Free Utilities",false,"Thousands of online video courses with certifications from top universities. Many are free, some are paid."
128,"Import Yeti","https://www.importyeti.com/","Research, Reference & Free Utilities",false,"Find the product suppliers of any large eccommerce website! If you're in the Ecomm space, this website is incredibly useful!"
129,"Muscle Wiki","https://musclewiki.com/","Research, Reference & Free Utilities",false,"Select any body part, and it will show you workouts and demonstrations for how you can work out that part of your body"
130,"My Fridge Food","https://myfridgefood.com/","Research, Reference & Free Utilities",false,"This tool let's you search for recipes based on the food items you have in your fridge"
131,"Name Chk","https://namechk.com/","Research, Reference & Free Utilities",false,"Check to see if your username is available on all online platforms before you register it."
132,"Natural Readers","https://www.naturalreaders.com/","Research, Reference & Free Utilities",false,"Powerful Text-to-Speech for at home, work, or on the go. Upload text and documents or convert to mp3 to listen to anywhere anytime."
133,"Omni Calculator","https://www.omnicalculator.com/","Research, Reference & Free Utilities",false,"Over 2900 free calculators in many topics like math, biology, chemistry, finance, business, and so many more!"
134,"PDF Escape","https://pdfescape.com","Research, Reference & Free Utilities",false,"Let's you view, edit, fill out, and password protect PDF files for free online."
135,"Quiverquant","https://www.quiverquant.com/","Research, Reference & Free Utilities",false,"A next-generation stock research platform for retail investors."
136,"Resume Maker","https://resumemaker.online","Research, Reference & Free Utilities",false,"No description provided yet — edit data/products.json to add one."
137,"Retail Me Not","https://retailmenot.com","Research, Reference & Free Utilities",false,"Find coupons and the cheapest prices for anything you want to shop for online"
138,"Scholarships","https://scholarships.com","Research, Reference & Free Utilities",false,"No description provided yet — edit data/products.json to add one."
139,"Slides Carnival","https://www.slidescarnival.com/","Research, Reference & Free Utilities",false,"SlidesCarnival powerpoint and Google slide templates have all the elements you need to effectively communicate your message and impress your audience."
140,"Small PDF","https://smallpdf.com","Research, Reference & Free Utilities",false,"No description provided yet — edit data/products.json to add one."
141,"Snap Drop","https://snapdrop.net/","Research, Reference & Free Utilities",false,"napDrop is a super-easy way to send files or data between your devices, and it works with anything, from PDF files to photos and videos."
142,"Wifi Map","https://www.wifimap.io","Research, Reference & Free Utilities",false,"Let's you find free open wifi anywhere in the world! Plan ahead your next travel destination with this tool."
143,"wolframalpha","https://www.wolframalpha.com/","Research, Reference & Free Utilities",false,"Machine learning calculator that can process incredible amounts of data"
144,"You search engine","https://you.com","Research, Reference & Free Utilities",false,"No description provided yet — edit data/products.json to add one."
145,"10Web","https://bit.ly/10webtool","SEO & Growth Marketing",true,"Clone a competitors website, Launch and grow your business online with AI Create a website using AI Website Builder, host it on 10Web Hosting, and optimize it with PageSpeed Booster."
146,"Link Whisper","https://bit.ly/LINKWHISPER","SEO & Growth Marketing",true,"Helps you better optimize your websites with the best suggestions for internal links. This tool will improve your on page SEO"
147,"Local Viking","https://bit.ly/LOCALVIKING","SEO & Growth Marketing",true,"A great tool to help you rank higher locally on Google Maps for your business"
148,"Prepost SEO","https://www.prepostseo.com/","SEO & Growth Marketing",false,"A collection of over 95 free SEO tools to help you improve your website!"
149,"Ranked AI","https://www.ranked.ai/?via=Austin","SEO & Growth Marketing",true,"Really affordable SEO service that helps you rank higher on Google, writes blogs for you, and builds backlinks for you!"
150,"Semrush","https://bit.ly/SEMRUSHSEOTOOL","SEO & Growth Marketing",true,"The best SEO analytics tool available. Spy on your competitors websites"
151,"sirlinksalot","https://bit.ly/SIRLINKSALOT","SEO & Growth Marketing",true,"Need backlinks for your website? This is a link building service that I trust and have used for years. You can get all different types of links to boost your domain authority and rank higher on Google!"
152,"Spyfu","https://spyfu.com","SEO & Growth Marketing",false,"No description provided yet — edit data/products.json to add one."
153,"Tubebuddy","https://www.tubebuddy.com/pricing?a=socialtypro1","SEO & Growth Marketing",true,"The BEST tool for YouTube! It shows you titles, topics, A/B tests on thumbnails, and everything you need to grow a successful YouTube channel!"
154,"Blaze AI","http://get.blaze.ai/?utm_source=hompage&utm_medium=influencer&utm_campaign=socialtypro","Writing, Copywriting & AI Chat",true,"Produce blog posts, social media content, ad copy, and marketing briefs - all in your brand voice."
155,"Capsho","https://bit.ly/CAPSHO","Writing, Copywriting & AI Chat",true,"The fastest way to market and grow your podcast with AI! Capsho is an AI Copywriting tool designed  for Podcasters"
156,"Copy.ai","https://www.copy.ai/","Writing, Copywriting & AI Chat",false,"AI copywriting and GTM workflow platform for marketing teams and solo creators. One of the highest-paying AI affiliate programs in 2026 at 45% recurring commission for the first year. (⚠️ High-demand pick found via live research — this links to the official site; join their affiliate/referral program and swap in your own tracked link before you publish, see README 'Keep the catalog fresh with in-demand tools.')"
157,"Hemingway App","https://hemingwayapp.com/","Writing, Copywriting & AI Chat",false,"Hemingway App makes your writing bold and clear. It provides you with grammar, punctuation notes, as well as the level of readability"
158,"Jasper AI","https://bit.ly/JASPERAI","Writing, Copywriting & AI Chat",true,"An incredibly powerful AI art creator as well as content creator! You can save time writing blog articles and social media posts using this amazing tool!"
159,"Magicform AI","https://bit.ly/MAGICFORM","Writing, Copywriting & AI Chat",true,"Hire an AI Sales Agent in minutes
Increase your conversions 20-40+% by hiring and training a AI"
160,"Narrato","https://narrato.io/","Writing, Copywriting & AI Chat",false,"AI content planning, writing, and workflow tool used by content teams to plan calendars and optimize posts. Affiliate program pays 30% for the first 12 months. (⚠️ High-demand pick found via live research — this links to the official site; join their affiliate/referral program and swap in your own tracked link before you publish, see README 'Keep the catalog fresh with in-demand tools.')"
161,"Prompt Genie","https://bit.ly/promptgenietool","Writing, Copywriting & AI Chat",true,"Find the best ChatGPT prompts in any industry to get better results!"
162,"ThreadMaster","https://threadmaster.ai/","Writing, Copywriting & AI Chat",false,"Write viral text threads for Facebook, LinkedIn, Twitter/X, or Threads. I use this tool daily and reach tens of millions of people organically on Facebook as a result."
163,"V0","http://v0.dev/","Writing, Copywriting & AI Chat",false,"Design anything you want using AI! It's like ChatGPT and Figma had a baby."
164,"Word AI","https://bit.ly/WORDAITOOL","Writing, Copywriting & AI Chat",true,"Take any text and this tool rewrites it so it's completely original and 100% plagarism free!"
165,"WriteSonic","https://bit.ly/WRITESONICAPP","Writing, Copywriting & AI Chat",true,"It's like Chat GPT but EVEN BETTER! It connects to the internet, can write you ai scripts, generate images, and so much more!"
